celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,judge_scores,total_score,avg_score,min_score,max_score,num_judges,score_std,judge_rank,contestants_this_week,judge_score_pct,is_last_week,is_eliminated,judge_rank_pct,score_vs_week_avg,score_vs_week_max,cumulative_avg_score,actual_voting_method,is_controversial
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,6,"[12.0, 10.0, 12.0]",34.0,11.333333333333334,10.0,12.0,3,0.9428090415820634,2.0,7,16.267997069846647,False,False,0.2857142857142857,4.142957142857142,1.9998999999999967,21.7,percentage,False
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,7,"[8.5, 8.5, 8.5]",25.5,8.5,8.5,8.5,3,0.0,4.0,6,16.39871382636656,False,False,0.6666666666666666,-0.41666666666666785,1.5,23.75,percentage,False
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,8,"[8.5, 9.0, 9.0]",26.5,8.833333333333334,8.5,9.0,3,0.23570226039551584,2.0,5,20.948616600790515,False,False,0.4,1.1999999999999993,3.0,24.0,percentage,False
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,9,"[9.5, 9.0, 9.5]",28.0,9.333333333333334,9.0,9.5,3,0.23570226039551584,3.0,4,24.778761061946902,False,False,0.75,-0.25,1.5,24.3125,percentage,False
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,10,"[9.2222, 8.8888, 8.8888]",26.9998,8.999933333333333,8.8888,9.2222,3,0.15716626723173047,2.0,3,32.66123276502368,True,False,0.6666666666666666,-0.5556000000000019,1.777899999999999,24.72222222222222,percentage,False
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,1,"[8.0, 7.0, 8.0]",23.0,7.666666666666667,7.0,8.0,3,0.4714045207910317,2.0,11,11.004784688995215,False,False,0.18181818181818182,4.0,2.0,,percentage,False
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,2,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,2.0,11,10.909090909090908,False,False,0.18181818181818182,4.0,4.0,23.0,percentage,False
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,3,"[9.0, 8.0, 9.0]",26.0,8.666666666666666,8.0,9.0,3,0.4714045207910317,1.0,10,12.807881773399016,False,False,0.1,5.699999999999999,0.0,23.5,percentage,False
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,4,"[9.0, 8.0, 9.0]",26.0,8.666666666666666,8.0,9.0,3,0.4714045207910317,1.0,9,14.016172506738545,False,False,0.1111111111111111,5.388888888888889,0.0,24.333333333333332,percentage,False
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,5,"[9.0, 9.0, 9.0]",27.0,9.0,9.0,9.0,3,0.0,2.0,8,15.606936416184972,False,False,0.25,5.375,2.0,24.75,percentage,False
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,6,"[9.0, 9.0, 9.0]",27.0,9.0,9.0,9.0,3,0.0,5.0,7,12.918703555466454,False,False,0.7142857142857143,-2.857042857142858,8.999899999999997,25.2,percentage,False
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,7,"[9.0, 9.0, 9.0]",27.0,9.0,9.0,9.0,3,0.0,1.0,6,17.363344051446948,False,False,0.16666666666666666,1.0833333333333321,0.0,25.5,percentage,False
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,8,"[9.0, 8.5, 9.0]",26.5,8.833333333333334,8.5,9.0,3,0.23570226039551584,2.0,5,20.948616600790515,False,False,0.4,1.1999999999999993,3.0,25.714285714285715,percentage,False
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,9,"[10.0, 9.5, 10.0]",29.5,9.833333333333334,9.5,10.0,3,0.23570226039551584,1.0,4,26.10619469026549,False,False,0.25,1.25,0.0,25.8125,percentage,False
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,10,"[9.3333, 8.7777, 8.7777]",26.888699999999996,8.9629,8.7777,9.3333,3,0.26191235175149724,3.0,3,32.5268368450467,True,False,1.0,-0.6667000000000058,1.889000000000003,26.22222222222222,percentage,False
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,1,"[7.0, 6.0, 7.0]",20.0,6.666666666666667,6.0,7.0,3,0.4714045207910317,5.0,11,9.569377990430622,False,False,0.45454545454545453,1.0,5.0,,percentage,False
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,2,"[6.0, 7.0, 7.0]",20.0,6.666666666666667,6.0,7.0,3,0.4714045207910317,6.0,11,9.090909090909092,False,False,0.5454545454545454,0.0,8.0,20.0,percentage,False
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,3,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,4.0,10,10.344827586206897,False,False,0.4,0.6999999999999993,5.0,20.0,percentage,False
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,4,"[6.5, 6.5, 6.0]",19.0,6.333333333333333,6.0,6.5,3,0.23570226039551584,6.0,9,10.242587601078167,False,False,0.6666666666666666,-1.6111111111111107,7.0,20.333333333333332,percentage,False
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,5,"[8.0, 7.0, 8.0]",23.0,7.666666666666667,7.0,8.0,3,0.4714045207910317,3.0,8,13.294797687861271,False,False,0.375,1.375,6.0,20.0,percentage,False
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,6,"[8.3333, 8.3333, 8.3333]",24.999899999999997,8.3333,8.3333,8.3333,3,0.0,7.0,7,11.96171470430762,True,True,1.0,-4.857142857142861,11.0,20.6,percentage,False
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,1,"[6.0, 5.0, 5.0]",16.0,5.333333333333333,5.0,6.0,3,0.4714045207910317,9.0,11,7.655502392344498,False,False,0.8181818181818182,-3.0,9.0,,percentage,False
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,2,"[5.0, 5.0, 5.0]",15.0,5.0,5.0,5.0,3,0.0,10.0,11,6.8181818181818175,False,False,0.9090909090909091,-5.0,13.0,16.0,percentage,False
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,3,"[5.0, 5.0, 5.0]",15.0,5.0,5.0,5.0,3,0.0,9.0,10,7.389162561576355,False,False,0.9,-5.300000000000001,11.0,15.5,percentage,False
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,4,"[5.0, 5.5, 5.5]",16.0,5.333333333333333,5.0,5.5,3,0.23570226039551584,9.0,9,8.62533692722372,False,False,1.0,-4.611111111111111,10.0,15.333333333333334,percentage,False
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,5,"[5.0, 5.0, 5.0]",15.0,5.0,5.0,5.0,3,0.0,8.0,8,8.670520231213873,True,True,1.0,-6.625,14.0,15.5,percentage,False
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,1,"[9.0, 7.0, 9.0]",25.0,8.333333333333334,7.0,9.0,3,0.9428090415820634,1.0,11,11.961722488038278,False,False,0.09090909090909091,6.0,0.0,,percentage,False
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,2,"[10.0, 8.0, 10.0]",28.0,9.333333333333334,8.0,10.0,3,0.9428090415820634,1.0,11,12.727272727272727,False,False,0.09090909090909091,8.0,0.0,25.0,percentage,False
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,3,"[8.0, 6.0, 9.0]",23.0,7.666666666666667,6.0,9.0,3,1.247219128924647,2.0,10,11.330049261083744,False,False,0.2,2.6999999999999993,3.0,26.5,percentage,False
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,4,"[8.5, 8.0, 8.5]",25.0,8.333333333333334,8.0,8.5,3,0.23570226039551584,2.0,9,13.477088948787062,False,False,0.2222222222222222,4.388888888888889,1.0,25.333333333333332,percentage,False
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,5,"[10.0, 9.0, 10.0]",29.0,9.666666666666666,9.0,10.0,3,0.4714045207910317,1.0,8,16.76300578034682,False,False,0.125,7.375,0.0,25.25,percentage,False
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,6,"[12.3333, 10.3333, 13.3333]",35.9999,11.999966666666666,10.3333,13.3333,3,1.247219128924647,1.0,7,17.224890226905064,False,False,0.14285714285714285,6.142857142857139,0.0,26.0,percentage,False
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,7,"[9.0, 9.0, 9.0]",27.0,9.0,9.0,9.0,3,0.0,1.0,6,17.363344051446948,False,False,0.16666666666666666,1.0833333333333321,0.0,27.66665,percentage,False
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,8,"[10.0, 9.5, 10.0]",29.5,9.833333333333334,9.5,10.0,3,0.23570226039551584,1.0,5,23.3201581027668,False,False,0.2,4.199999999999999,0.0,27.571414285714287,percentage,False
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,9,"[10.0, 9.5, 10.0]",29.5,9.833333333333334,9.5,10.0,3,0.23570226039551584,1.0,4,26.10619469026549,False,False,0.25,1.25,0.0,27.8124875,percentage,False
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,10,"[9.5, 9.5, 9.7777]",28.7777,9.592566666666666,9.5,9.7777,3,0.13090903542366922,1.0,3,34.81193038992962,True,False,0.3333333333333333,1.222299999999997,0.0,27.99998888888889,percentage,False
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,1,"[7.0, 5.0, 6.0]",18.0,6.0,5.0,7.0,3,0.816496580927726,6.0,11,8.61244019138756,False,False,0.5454545454545454,-1.0,7.0,,percentage,False
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,2,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,5.0,11,9.545454545454547,False,False,0.45454545454545453,1.0,7.0,18.0,percentage,False
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,3,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,4.0,10,10.344827586206897,False,False,0.4,0.6999999999999993,5.0,19.5,percentage,False
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,4,"[6.0, 6.0, 6.0]",18.0,6.0,6.0,6.0,3,0.0,7.0,9,9.703504043126685,False,False,0.7777777777777778,-2.6111111111111107,8.0,20.0,percentage,False
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,5,"[6.0, 6.0, 6.0]",18.0,6.0,6.0,6.0,3,0.0,6.0,8,10.404624277456648,False,False,0.75,-3.625,11.0,19.5,percentage,False
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,6,"[8.6666, 8.6666, 8.6666]",25.9998,8.6666,8.6666,8.6666,3,0.0,6.0,7,12.44013735931173,False,False,0.8571428571428571,-3.8572428571428574,10.000099999999996,19.2,percentage,False
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,7,"[8.5, 8.0, 8.0]",24.5,8.166666666666666,8.0,8.5,3,0.23570226039551584,6.0,6,15.755627009646304,False,False,1.0,-1.4166666666666679,2.5,20.333299999999998,percentage,False
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,8,"[7.0, 7.0, 7.5]",21.5,7.166666666666667,7.0,7.5,3,0.23570226039551584,5.0,5,16.99604743083004,True,True,1.0,-3.8000000000000007,8.0,20.928542857142855,percentage,False
Pamela Anderson,Damian Whitewood,Model,Non-US,Canada,42,10,Eliminated Week 7,6,1,"[7.0, 6.0, 8.0]",21.0,7.0,6.0,8.0,3,0.816496580927726,3.0,11,10.047846889952153,False,False,0.2727272727272727,2.0,4.0,,percentage,False
Pamela Anderson,Damian Whitewood,Model,Non-US,Canada,42,10,Eliminated Week 7,6,2,"[7.0, 7.0, 8.0]",22.0,7.333333333333333,7.0,8.0,3,0.4714045207910317,4.0,11,10.0,False,False,0.36363636363636365,2.0,6.0,21.0,percentage,False
Pamela Anderson,Damian Whitewood,Model,Non-US,Canada,42,10,Eliminated Week 7,6,3,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,4.0,10,10.344827586206897,False,False,0.4,0.6999999999999993,5.0,21.5,percentage,False
Pamela Anderson,Damian Whitewood,Model,Non-US,Canada,42,10,Eliminated Week 7,6,4,"[7.5, 7.5, 8.5]",23.5,7.833333333333333,7.5,8.5,3,0.4714045207910317,3.0,9,12.668463611859837,False,False,0.3333333333333333,2.8888888888888893,2.5,21.333333333333332,percentage,False
Pamela Anderson,Damian Whitewood,Model,Non-US,Canada,42,10,Eliminated Week 7,6,5,"[7.0, 6.0, 8.0]",21.0,7.0,6.0,8.0,3,0.816496580927726,5.0,8,12.138728323699421,False,False,0.625,-0.625,8.0,21.875,percentage,False
Pamela Anderson,Damian Whitewood,Model,Non-US,Canada,42,10,Eliminated Week 7,6,6,"[9.6666, 9.6666, 10.6666]",29.9998,9.999933333333333,9.6666,10.6666,3,0.4714045207910317,4.0,7,14.354019367528984,False,False,0.5714285714285714,0.14275714285714258,6.000099999999996,21.7,percentage,False
Pamela Anderson,Damian Whitewood,Model,Non-US,Canada,42,10,Eliminated Week 7,6,7,"[8.5, 8.5, 8.5]",25.5,8.5,8.5,8.5,3,0.0,4.0,6,16.39871382636656,True,True,0.6666666666666666,-0.41666666666666785,1.5,23.083299999999998,percentage,False
Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,10,Eliminated Week 2,11,1,"[6.0, 6.0, 6.0]",18.0,6.0,6.0,6.0,3,0.0,6.0,11,8.61244019138756,False,False,0.5454545454545454,-1.0,7.0,,percentage,False
Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,10,Eliminated Week 2,11,2,"[7.0, 6.0, 7.0]",20.0,6.666666666666667,6.0,7.0,3,0.4714045207910317,6.0,11,9.090909090909092,True,True,0.5454545454545454,0.0,8.0,18.0,percentage,False
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,1,"[6.0, 7.0, 6.0]",19.0,6.333333333333333,6.0,7.0,3,0.4714045207910317,5.0,12,8.370044052863436,False,False,0.4166666666666667,0.08333333333333215,5.0,,percentage,False
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,2,"[8.0, 8.0, 7.0]",23.0,7.666666666666667,7.0,8.0,3,0.4714045207910317,2.0,11,10.407239819004525,False,False,0.18181818181818182,2.90909090909091,1.0,19.0,percentage,False
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,3,"[8.0, 9.0, 9.0]",26.0,8.666666666666666,8.0,9.0,3,0.4714045207910317,1.0,10,11.76470588235294,False,False,0.1,3.8999999999999986,0.0,21.0,percentage,False
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,4,"[8.0, 7.5, 7.5]",23.0,7.666666666666667,7.5,8.0,3,0.23570226039551584,3.0,9,12.849162011173185,False,False,0.3333333333333333,3.1111111111111107,5.0,22.666666666666668,percentage,False
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,5,"[7.0, 8.0, 8.0]",23.0,7.666666666666667,7.0,8.0,3,0.4714045207910317,5.0,8,12.637362637362637,False,False,0.625,0.25,4.0,22.75,percentage,False
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,6,"[10.6666, 10.6666, 10.6666]",31.9998,10.6666,10.6666,10.6666,3,0.0,2.0,7,15.45889285615942,True,True,0.2857142857142857,2.4284714285714273,4.000099999999996,22.8,percentage,False
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,1,"[7.0, 8.0, 8.0]",23.0,7.666666666666667,7.0,8.0,3,0.4714045207910317,2.0,12,10.13215859030837,False,False,0.16666666666666666,4.083333333333332,1.0,,percentage,False
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,2,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,5.0,11,9.502262443438914,False,False,0.45454545454545453,0.9090909090909101,3.0,23.0,percentage,False
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,3,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,2.0,10,10.85972850678733,False,False,0.2,1.8999999999999986,2.0,22.0,percentage,False
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,4,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,2.0,9,13.40782122905028,False,False,0.2222222222222222,4.111111111111111,4.0,22.666666666666668,percentage,False
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,5,"[9.0, 9.0, 9.0]",27.0,9.0,9.0,9.0,3,0.0,1.0,8,14.835164835164836,False,False,0.125,4.25,0.0,23.0,percentage,False
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,6,"[11.3333, 12.3333, 12.3333]",35.9999,11.999966666666666,11.3333,12.3333,3,0.4714045207910317,1.0,7,17.391314849856983,False,False,0.14285714285714285,6.4285714285714235,0.0,23.8,percentage,False
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,7,"[9.0, 9.0, 9.5, 9.0]",36.5,9.125,9.0,9.5,4,0.21650635094610965,1.0,6,17.505995203836928,False,False,0.16666666666666666,1.75,0.0,25.833316666666665,percentage,False
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,8,"[9.0, 9.5, 10.0]",28.5,9.5,9.0,10.0,3,0.408248290463863,1.0,5,21.50943396226415,False,False,0.2,2.0,0.0,27.35712857142857,percentage,False
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,9,"[9.5, 9.5, 9.5]",28.5,9.5,9.5,9.5,3,0.0,3.0,4,25.0,True,True,0.75,0.0,1.5,27.4999875,percentage,False
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,1,"[6.0, 6.0, 6.0]",18.0,6.0,6.0,6.0,3,0.0,7.0,12,7.929515418502203,False,False,0.5833333333333334,-0.9166666666666679,6.0,,percentage,True
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,2,"[7.0, 8.0, 7.0]",22.0,7.333333333333333,7.0,8.0,3,0.4714045207910317,3.0,11,9.95475113122172,False,False,0.2727272727272727,1.90909090909091,2.0,18.0,percentage,True
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,3,"[6.0, 6.0, 7.0]",19.0,6.333333333333333,6.0,7.0,3,0.4714045207910317,9.0,10,8.597285067873303,False,False,0.9,-3.1000000000000014,7.0,20.0,percentage,True
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,4,"[5.0, 5.5, 5.5]",16.0,5.333333333333333,5.0,5.5,3,0.23570226039551584,8.0,9,8.938547486033519,False,False,0.8888888888888888,-3.8888888888888893,12.0,19.666666666666668,percentage,True
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,5,"[6.0, 6.0, 6.0]",18.0,6.0,6.0,6.0,3,0.0,8.0,8,9.89010989010989,False,False,1.0,-4.75,9.0,18.75,percentage,True
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,6,"[9.6666, 8.6666, 9.6666]",27.9998,9.333266666666667,8.6666,9.6666,3,0.4714045207910317,6.0,7,13.526519171803963,False,False,0.8571428571428571,-1.5715285714285727,8.000099999999996,18.6,percentage,True
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,7,"[8.5, 8.0, 8.0, 8.0]",32.5,8.125,8.0,8.5,4,0.21650635094610965,6.0,6,15.587529976019185,False,False,1.0,-2.25,4.0,20.166633333333333,percentage,True
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,8,"[7.5, 8.0, 8.0]",23.5,7.833333333333333,7.5,8.0,3,0.23570226039551584,5.0,5,17.735849056603772,False,False,1.0,-3.0,5.0,21.928542857142855,percentage,True
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,9,"[8.5, 9.0, 9.0]",26.5,8.833333333333334,8.5,9.0,3,0.23570226039551584,4.0,4,23.24561403508772,False,False,1.0,-2.0,3.5,22.124975,percentage,True
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,10,"[8.3333, 9.0, 8.3333]",25.666600000000003,8.555533333333335,8.3333,9.0,3,0.31428539401138106,3.0,3,30.923688972744518,True,False,1.0,-1.9999999999999964,4.3333999999999975,22.611088888888887,percentage,True
David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,11,Eliminated Week 1,12,1,"[5.0, 5.0, 5.0]",15.0,5.0,5.0,5.0,3,0.0,10.0,12,6.607929515418502,True,True,0.8333333333333334,-3.916666666666668,9.0,,percentage,False
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,1,"[6.0, 6.0, 6.0]",18.0,6.0,6.0,6.0,3,0.0,7.0,12,7.929515418502203,False,False,0.5833333333333334,-0.9166666666666679,6.0,,percentage,False
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,2,"[7.0, 6.0, 6.0]",19.0,6.333333333333333,6.0,7.0,3,0.4714045207910317,8.0,11,8.597285067873303,False,False,0.7272727272727273,-1.09090909090909,5.0,18.0,percentage,False
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,3,"[7.0, 6.0, 7.0]",20.0,6.666666666666667,6.0,7.0,3,0.4714045207910317,7.0,10,9.049773755656108,False,False,0.7,-2.1000000000000014,6.0,18.5,percentage,False
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,4,"[6.0, 6.0, 5.5]",17.5,5.833333333333333,5.5,6.0,3,0.23570226039551584,6.0,9,9.776536312849162,False,False,0.6666666666666666,-2.3888888888888893,10.5,19.0,percentage,False
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,5,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,6.0,8,11.538461538461538,True,True,0.75,-1.75,6.0,18.625,percentage,False
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,1,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,1.0,12,10.572687224669604,False,False,0.08333333333333333,5.083333333333332,0.0,,percentage,False
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,2,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,1.0,11,10.85972850678733,False,False,0.09090909090909091,3.90909090909091,0.0,24.0,percentage,False
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,3,"[8.0, 8.0, 8.0]",24.0,8.0,8.0,8.0,3,0.0,2.0,10,10.85972850678733,False,False,0.2,1.8999999999999986,2.0,24.0,percentage,False
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,4,"[9.5, 9.0, 9.5]",28.0,9.333333333333334,9.0,9.5,3,0.23570226039551584,1.0,9,15.64245810055866,False,False,0.1111111111111111,8.11111111111111,0.0,24.0,percentage,False
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,5,"[8.0, 8.0, 9.0]",25.0,8.333333333333334,8.0,9.0,3,0.4714045207910317,2.0,8,13.736263736263737,False,False,0.25,2.25,2.0,25.0,percentage,False
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,6,"[9.0, 10.0, 10.0]",29.0,9.666666666666666,9.0,10.0,3,0.4714045207910317,5.0,7,14.009709211577045,False,False,0.7142857142857143,-0.5713285714285732,6.999899999999997,25.0,percentage,False
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,7,"[9.5, 9.0, 9.0, 9.0]",36.5,9.125,9.0,9.5,4,0.21650635094610965,1.0,6,17.505995203836928,False,False,0.16666666666666666,1.75,0.0,25.666666666666668,percentage,False
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,8,"[9.5, 9.5, 9.5]",28.5,9.5,9.5,9.5,3,0.0,1.0,5,21.50943396226415,False,False,0.2,2.0,0.0,27.214285714285715,percentage,False
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,9,"[10.0, 10.0, 10.0]",30.0,10.0,10.0,10.0,3,0.0,1.0,4,26.31578947368421,False,False,0.25,1.5,0.0,27.375,percentage,False
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,10,"[10.0, 10.0, 10.0]",30.0,10.0,10.0,10.0,3,0.0,1.0,3,36.14466540883232,True,False,0.3333333333333333,2.333400000000001,0.0,27.666666666666668,percentage,False
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,1,"[7.0, 5.0, 7.0]",19.0,6.333333333333333,5.0,7.0,3,0.9428090415820634,5.0,12,8.370044052863436,False,False,0.4166666666666667,0.08333333333333215,5.0,,percentage,False
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,2,"[7.0, 7.0, 7.0]",21.0,7.0,7.0,7.0,3,0.0,5.0,11,9.502262443438914,False,False,0.45454545454545453,0.9090909090909101,3.0,19.0,percentage,False
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,3,"[8.0, 8.0, 7.0]",23.0,7.666666666666667,7.0,8.0,3,0.4714045207910317,5.0,10,10.407239819004525,False,False,0.5,0.8999999999999986,3.0,20.0,percentage,False
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,4,"[6.0, 5.5, 5.5]",17.0,5.666666666666667,5.5,6.0,3,0.23570226039551584,7.0,9,9.497206703910614,False,False,0.7777777777777778,-2.8888888888888893,11.0,21.0,percentage,False
