season,week,celebrity_name,judge_total,judge_rank,judge_share,air_date,air_date_source,pageviews
11,1,Rick Fox,22.0,4.0,0.09691629955947137,,,
11,1,The Situation,15.0,10.0,0.06607929515418502,,,
11,2,Audrina Patridge,23.0,2.0,0.10407239819004525,,,
11,2,Brandy,21.0,5.0,0.09502262443438914,,,
11,2,Bristol Palin,22.0,3.0,0.09954751131221719,,,
11,2,David Hasselhoff,0.0,12.0,0.0,,,
11,2,Florence Henderson,19.0,8.0,0.08597285067873303,,,
11,2,Jennifer Grey,24.0,1.0,0.1085972850678733,,,
11,2,Kurt Warner,21.0,5.0,0.09502262443438914,,,
11,2,Kyle Massey,22.0,3.0,0.09954751131221719,,,
11,2,Margaret Cho,18.0,9.0,0.08144796380090498,,,
11,2,Michael Bolton,12.0,11.0,0.05429864253393665,,,
11,2,Rick Fox,21.0,5.0,0.09502262443438914,,,
11,2,The Situation,18.0,9.0,0.08144796380090498,,,
11,3,Audrina Patridge,26.0,1.0,0.11764705882352941,,,
11,3,Brandy,24.0,2.0,0.1085972850678733,,,
11,3,Bristol Palin,19.0,9.0,0.08597285067873303,,,
11,3,David Hasselhoff,0.0,11.0,0.0,,,
11,3,Florence Henderson,20.0,7.0,0.09049773755656108,,,
11,3,Jennifer Grey,24.0,2.0,0.1085972850678733,,,
11,3,Kurt Warner,23.0,5.0,0.10407239819004525,,,
11,3,Kyle Massey,23.0,5.0,0.10407239819004525,,,
11,3,Margaret Cho,18.0,10.0,0.08144796380090498,,,
11,3,Michael Bolton,0.0,11.0,0.0,,,
11,3,Rick Fox,24.0,2.0,0.1085972850678733,,,
11,3,The Situation,20.0,7.0,0.09049773755656108,,,
11,4,Audrina Patridge,23.0,3.0,0.12849162011173185,,,
11,4,Brandy,24.0,2.0,0.1340782122905028,,,
11,4,Bristol Palin,16.0,8.0,0.0893854748603352,,,
11,4,David Hasselhoff,0.0,10.0,0.0,,,
11,4,Florence Henderson,17.5,6.0,0.09776536312849161,,,
11,4,Jennifer Grey,28.0,1.0,0.1564245810055866,,,
11,4,Kurt Warner,17.0,7.0,0.09497206703910614,,,
11,4,Kyle Massey,20.0,4.0,0.11173184357541899,,,
11,4,Margaret Cho,0.0,10.0,0.0,,,
11,4,Michael Bolton,0.0,10.0,0.0,,,
11,4,Rick Fox,19.5,5.0,0.10893854748603352,,,
11,4,The Situation,14.0,9.0,0.0782122905027933,,,
11,5,Audrina Patridge,23.0,5.0,0.12637362637362637,,,
11,5,Brandy,27.0,1.0,0.14835164835164835,,,
11,5,Bristol Palin,18.0,8.0,0.0989010989010989,,,
11,5,David Hasselhoff,0.0,9.0,0.0,,,
11,5,Florence Henderson,21.0,6.0,0.11538461538461539,,,
11,5,Jennifer Grey,25.0,2.0,0.13736263736263737,,,
11,5,Kurt Warner,24.0,3.0,0.13186813186813187,,,
11,5,Kyle Massey,20.0,7.0,0.10989010989010989,,,
11,5,Margaret Cho,0.0,9.0,0.0,,,
11,5,Michael Bolton,0.0,9.0,0.0,,,
11,5,Rick Fox,24.0,3.0,0.13186813186813187,,,
11,5,The Situation,0.0,9.0,0.0,,,
11,6,Audrina Patridge,31.9998,2.0,0.15458892856159417,,,
11,6,Brandy,35.9999,1.0,0.1739131484985698,,,
11,6,Bristol Palin,27.9998,6.0,0.13526519171803963,,,
11,6,David Hasselhoff,0.0,8.0,0.0,,,
11,6,Florence Henderson,0.0,8.0,0.0,,,
11,6,Jennifer Grey,29.0,5.0,0.14009709211577043,,,
11,6,Kurt Warner,21.9999,7.0,0.1062800695461289,,,
11,6,Kyle Massey,29.999899999999997,4.0,0.14492754323323798,,,
11,6,Margaret Cho,0.0,8.0,0.0,,,
11,6,Michael Bolton,0.0,8.0,0.0,,,
11,6,Rick Fox,30.0,3.0,0.14492802632665908,,,
11,6,The Situation,0.0,8.0,0.0,,,
11,7,Audrina Patridge,0.0,7.0,0.0,,,
11,7,Brandy,36.5,1.0,0.1750599520383693,,,
11,7,Bristol Palin,32.5,6.0,0.15587529976019185,,,
11,7,David Hasselhoff,0.0,7.0,0.0,,,
11,7,Florence Henderson,0.0,7.0,0.0,,,
11,7,Jennifer Grey,36.5,1.0,0.1750599520383693,,,
11,7,Kurt Warner,35.0,3.0,0.16786570743405277,,,
11,7,Kyle Massey,33.5,5.0,0.1606714628297362,,,
11,7,Margaret Cho,0.0,7.0,0.0,,,
11,7,Michael Bolton,0.0,7.0,0.0,,,
11,7,Rick Fox,34.5,4.0,0.16546762589928057,,,
11,7,The Situation,0.0,7.0,0.0,,,
11,8,Audrina Patridge,0.0,6.0,0.0,,,
11,8,Brandy,28.5,1.0,0.21509433962264152,,,
11,8,Bristol Palin,23.5,5.0,0.17735849056603772,,,
11,8,David Hasselhoff,0.0,6.0,0.0,,,
11,8,Florence Henderson,0.0,6.0,0.0,,,
11,8,Jennifer Grey,28.5,1.0,0.21509433962264152,,,
11,8,Kurt Warner,24.0,4.0,0.1811320754716981,,,
11,8,Kyle Massey,28.0,3.0,0.21132075471698114,,,
11,8,Margaret Cho,0.0,6.0,0.0,,,
11,8,Michael Bolton,0.0,6.0,0.0,,,
11,8,Rick Fox,0.0,6.0,0.0,,,
11,8,The Situation,0.0,6.0,0.0,,,
11,9,Audrina Patridge,0.0,5.0,0.0,,,
11,9,Brandy,28.5,3.0,0.25,,,
11,9,Bristol Palin,26.5,4.0,0.2324561403508772,,,
11,9,David Hasselhoff,0.0,5.0,0.0,,,
11,9,Florence Henderson,0.0,5.0,0.0,,,
11,9,Jennifer Grey,30.0,1.0,0.2631578947368421,,,
11,9,Kurt Warner,0.0,5.0,0.0,,,
11,9,Kyle Massey,29.0,2.0,0.2543859649122807,,,
11,9,Margaret Cho,0.0,5.0,0.0,,,
11,9,Michael Bolton,0.0,5.0,0.0,,,
11,9,Rick Fox,0.0,5.0,0.0,,,
11,9,The Situation,0.0,5.0,0.0,,,
11,10,Audrina Patridge,0.0,4.0,0.0,,,
11,10,Brandy,0.0,4.0,0.0,,,
11,10,Bristol Palin,25.6666,3.0,0.3092368897274451,,,
11,10,David Hasselhoff,0.0,4.0,0.0,,,
11,10,Florence Henderson,0.0,4.0,0.0,,,
11,10,Jennifer Grey,30.0,1.0,0.36144665408832316,,,
11,10,Kurt Warner,0.0,4.0,0.0,,,
11,10,Kyle Massey,27.333199999999998,2.0,0.3293164561842318,,,
11,10,Margaret Cho,0.0,4.0,0.0,,,
11,10,Michael Bolton,0.0,4.0,0.0,,,
11,10,Rick Fox,0.0,4.0,0.0,,,
11,10,The Situation,0.0,4.0,0.0,,,
11,11,Audrina Patridge,,,,,,
11,11,Brandy,,,,,,
11,11,Bristol Palin,,,,,,
11,11,David Hasselhoff,,,,,,
11,11,Florence Henderson,,,,,,
11,11,Jennifer Grey,,,,,,
11,11,Kurt Warner,,,,,,
11,11,Kyle Massey,,,,,,
11,11,Margaret Cho,,,,,,
11,11,Michael Bolton,,,,,,
11,11,Rick Fox,,,,,,
11,11,The Situation,,,,,,
12,1,Chelsea Kane,21.0,3.0,0.10144927536231885,,,
12,1,Chris Jericho,19.0,5.0,0.09178743961352658,,,
12,1,Hines Ward,21.0,3.0,0.10144927536231885,,,
12,1,Kendra Wilkinson,18.0,7.0,0.08695652173913043,,,
12,1,Kirstie Alley,23.0,2.0,0.1111111111111111,,,
12,1,Mike Catherwood,13.0,11.0,0.06280193236714976,,,
12,1,Petra Nemcova,18.0,7.0,0.08695652173913043,,,
12,1,Ralph Macchio,24.0,1.0,0.11594202898550725,,,
12,1,Romeo,19.0,5.0,0.09178743961352658,,,
12,1,Sugar Ray Leonard,17.0,9.0,0.0821256038647343,,,
12,1,Wendy Williams,14.0,10.0,0.06763285024154589,,,
12,2,Chelsea Kane,18.0,7.0,0.08333333333333333,,,
12,2,Chris Jericho,23.0,1.0,0.10648148148148148,,,
12,2,Hines Ward,23.0,1.0,0.10648148148148148,,,
12,2,Kendra Wilkinson,19.0,6.0,0.08796296296296297,,,
12,2,Kirstie Alley,20.0,5.0,0.09259259259259259,,,
12,2,Mike Catherwood,17.0,9.0,0.0787037037037037,,,
12,2,Petra Nemcova,18.0,7.0,0.08333333333333333,,,
12,2,Ralph Macchio,21.0,4.0,0.09722222222222222,,,
12,2,Romeo,23.0,1.0,0.10648148148148148,,,
12,2,Sugar Ray Leonard,17.0,9.0,0.0787037037037037,,,
12,2,Wendy Williams,17.0,9.0,0.0787037037037037,,,
12,3,Chelsea Kane,23.0,3.0,0.10747663551401869,,,
12,3,Chris Jericho,21.0,5.0,0.09813084112149532,,,
12,3,Hines Ward,25.0,1.0,0.11682242990654206,,,
12,3,Kendra Wilkinson,23.0,3.0,0.10747663551401869,,,
12,3,Kirstie Alley,21.0,5.0,0.09813084112149532,,,
12,3,Mike Catherwood,0.0,11.0,0.0,,,
12,3,Petra Nemcova,25.0,1.0,0.11682242990654206,,,
12,3,Ralph Macchio,21.0,5.0,0.09813084112149532,,,
12,3,Romeo,20.0,8.0,0.09345794392523364,,,
12,3,Sugar Ray Leonard,20.0,8.0,0.09345794392523364,,,
12,3,Wendy Williams,15.0,10.0,0.07009345794392523,,,
12,4,Chelsea Kane,26.0,1.0,0.1262135922330097,,,
12,4,Chris Jericho,23.0,4.0,0.11165048543689321,,,
12,4,Hines Ward,25.0,2.0,0.12135922330097088,,,
12,4,Kendra Wilkinson,18.0,9.0,0.08737864077669903,,,
12,4,Kirstie Alley,22.0,7.0,0.10679611650485436,,,
12,4,Mike Catherwood,0.0,10.0,0.0,,,
12,4,Petra Nemcova,23.0,4.0,0.11165048543689321,,,
12,4,Ralph Macchio,25.0,2.0,0.12135922330097088,,,
12,4,Romeo,23.0,4.0,0.11165048543689321,,,
12,4,Sugar Ray Leonard,21.0,8.0,0.10194174757281553,,,
12,4,Wendy Williams,0.0,10.0,0.0,,,
12,5,Chelsea Kane,26.0,2.0,0.13402061855670103,,,
12,5,Chris Jericho,26.0,2.0,0.13402061855670103,,,
12,5,Hines Ward,27.0,1.0,0.13917525773195877,,,
12,5,Kendra Wilkinson,22.0,6.0,0.1134020618556701,,,
12,5,Kirstie Alley,23.0,5.0,0.11855670103092783,,,
12,5,Mike Catherwood,0.0,9.0,0.0,,,
12,5,Petra Nemcova,22.0,6.0,0.1134020618556701,,,
12,5,Ralph Macchio,22.0,6.0,0.1134020618556701,,,
12,5,Romeo,26.0,2.0,0.13402061855670103,,,
12,5,Sugar Ray Leonard,0.0,9.0,0.0,,,
12,5,Wendy Williams,0.0,9.0,0.0,,,
12,6,Chelsea Kane,28.0,1.0,0.15555555555555556,,,
12,6,Chris Jericho,22.0,7.0,0.12222222222222222,,,
12,6,Hines Ward,27.0,3.0,0.15,,,
12,6,Kendra Wilkinson,25.0,5.0,0.1388888888888889,,,
12,6,Kirstie Alley,26.0,4.0,0.14444444444444443,,,
12,6,Mike Catherwood,0.0,8.0,0.0,,,
12,6,Petra Nemcova,0.0,8.0,0.0,,,
12,6,Ralph Macchio,24.0,6.0,0.13333333333333333,,,
12,6,Romeo,28.0,1.0,0.15555555555555556,,,
12,6,Sugar Ray Leonard,0.0,8.0,0.0,,,
12,6,Wendy Williams,0.0,8.0,0.0,,,
12,7,Chelsea Kane,32.0,3.0,0.16976127320954906,,,
12,7,Chris Jericho,0.0,7.0,0.0,,,
12,7,Hines Ward,33.0,1.0,0.17506631299734748,,,
12,7,Kendra Wilkinson,30.5,4.0,0.16180371352785147,,,
12,7,Kirstie Alley,30.0,5.0,0.15915119363395225,,,
12,7,Mike Catherwood,0.0,7.0,0.0,,,
12,7,Petra Nemcova,0.0,7.0,0.0,,,
12,7,Ralph Macchio,33.0,1.0,0.17506631299734748,,,
12,7,Romeo,30.0,5.0,0.15915119363395225,,,
12,7,Sugar Ray Leonard,0.0,7.0,0.0,,,
12,7,Wendy Williams,0.0,7.0,0.0,,,
12,8,Chelsea Kane,27.5,1.0,0.21153846153846154,,,
12,8,Chris Jericho,0.0,6.0,0.0,,,
12,8,Hines Ward,27.0,2.0,0.2076923076923077,,,
12,8,Kendra Wilkinson,0.0,6.0,0.0,,,
12,8,Kirstie Alley,26.5,3.0,0.20384615384615384,,,
12,8,Mike Catherwood,0.0,6.0,0.0,,,
12,8,Petra Nemcova,0.0,6.0,0.0,,,
12,8,Ralph Macchio,23.0,5.0,0.17692307692307693,,,
12,8,Romeo,26.0,4.0,0.2,,,
12,8,Sugar Ray Leonard,0.0,6.0,0.0,,,
12,8,Wendy Williams,0.0,6.0,0.0,,,
12,9,Chelsea Kane,36.5,1.0,0.31063829787234043,,,
12,9,Chris Jericho,0.0,5.0,0.0,,,
12,9,Hines Ward,30.0,2.0,0.2553191489361702,,,
12,9,Kendra Wilkinson,0.0,5.0,0.0,,,
12,9,Kirstie Alley,27.0,3.0,0.2297872340425532,,,
12,9,Mike Catherwood,0.0,5.0,0.0,,,
12,9,Petra Nemcova,0.0,5.0,0.0,,,
12,9,Ralph Macchio,24.0,4.0,0.20425531914893616,,,
12,9,Romeo,0.0,5.0,0.0,,,
12,9,Sugar Ray Leonard,0.0,5.0,0.0,,,
12,9,Wendy Williams,0.0,5.0,0.0,,,
12,10,Chelsea Kane,29.666600000000003,1.0,0.33969480071129965,,,
12,10,Chris Jericho,0.0,4.0,0.0,,,
12,10,Hines Ward,29.666600000000003,1.0,0.33969480071129965,,,
12,10,Kendra Wilkinson,0.0,4.0,0.0,,,
12,10,Kirstie Alley,27.999899999999997,3.0,0.32061039857740076,,,
12,10,Mike Catherwood,0.0,4.0,0.0,,,
12,10,Petra Nemcova,0.0,4.0,0.0,,,
12,10,Ralph Macchio,0.0,4.0,0.0,,,
12,10,Romeo,0.0,4.0,0.0,,,
12,10,Sugar Ray Leonard,0.0,4.0,0.0,,,
12,10,Wendy Williams,0.0,4.0,0.0,,,
12,11,Chelsea Kane,,,,,,
12,11,Chris Jericho,,,,,,
12,11,Hines Ward,,,,,,
12,11,Kendra Wilkinson,,,,,,
12,11,Kirstie Alley,,,,,,
12,11,Mike Catherwood,,,,,,
12,11,Petra Nemcova,,,,,,
12,11,Ralph Macchio,,,,,,
12,11,Romeo,,,,,,
12,11,Sugar Ray Leonard,,,,,,
12,11,Wendy Williams,,,,,,
13,1,Carson Kressley,17.0,7.0,0.07834101382488479,,,
13,1,Chaz Bono,17.0,7.0,0.07834101382488479,,,
13,1,Chynna Phillips,22.0,1.0,0.10138248847926268,,,
13,1,David Arquette,18.0,6.0,0.08294930875576037,,,
13,1,Elisabetta Canalis,15.0,11.0,0.06912442396313365,,,
13,1,Hope Solo,21.0,3.0,0.0967741935483871,,,
13,1,J.R. Martinez,22.0,1.0,0.10138248847926268,,,
13,1,Kristin Cavallari,19.0,5.0,0.08755760368663594,,,
13,1,Metta World Peace (Ron),14.0,12.0,0.06451612903225806,,,
13,1,Nancy Grace,16.0,9.0,0.07373271889400922,,,
13,1,Ricki Lake,20.0,4.0,0.09216589861751152,,,
13,1,Rob Kardashian,16.0,9.0,0.07373271889400922,,,
13,2,Carson Kressley,18.0,9.0,0.08071748878923767,,,
13,2,Chaz Bono,17.0,11.0,0.07623318385650224,,,
13,2,Chynna Phillips,21.0,4.0,0.09417040358744394,,,
13,2,David Arquette,18.0,9.0,0.08071748878923767,,,
13,2,Elisabetta Canalis,21.0,4.0,0.09417040358744394,,,
13,2,Hope Solo,19.0,8.0,0.08520179372197309,,,
13,2,J.R. Martinez,22.0,2.0,0.09865470852017937,,,
13,2,Kristin Cavallari,22.0,2.0,0.09865470852017937,,,
13,2,Metta World Peace (Ron),0.0,12.0,0.0,,,
13,2,Nancy Grace,21.0,4.0,0.09417040358744394,,,
13,2,Ricki Lake,23.0,1.0,0.1031390134529148,,,
13,2,Rob Kardashian,21.0,4.0,0.09417040358744394,,,
13,3,Carson Kressley,23.0,8.0,0.0970464135021097,,,
13,3,Chaz Bono,18.0,10.0,0.0759493670886076,,,
13,3,Chynna Phillips,26.0,2.0,0.10970464135021098,,,
13,3,David Arquette,24.0,4.0,0.10126582278481013,,,
13,3,Elisabetta Canalis,0.0,11.0,0.0,,,
13,3,Hope Solo,24.0,4.0,0.10126582278481013,,,
13,3,J.R. Martinez,26.0,2.0,0.10970464135021098,,,
13,3,Kristin Cavallari,24.0,4.0,0.10126582278481013,,,
13,3,Metta World Peace (Ron),0.0,11.0,0.0,,,
13,3,Nancy Grace,21.0,9.0,0.08860759493670886,,,
13,3,Ricki Lake,27.0,1.0,0.11392405063291139,,,
13,3,Rob Kardashian,24.0,4.0,0.10126582278481013,,,
13,4,Carson Kressley,20.0,9.0,0.09569377990430622,,,
13,4,Chaz Bono,21.0,6.0,0.10047846889952153,,,
13,4,Chynna Phillips,21.0,6.0,0.10047846889952153,,,
13,4,David Arquette,23.0,5.0,0.11004784688995216,,,
13,4,Elisabetta Canalis,0.0,10.0,0.0,,,
13,4,Hope Solo,24.0,3.0,0.11483253588516747,,,
13,4,J.R. Martinez,26.0,2.0,0.12440191387559808,,,
13,4,Kristin Cavallari,0.0,10.0,0.0,,,
13,4,Metta World Peace (Ron),0.0,10.0,0.0,,,
13,4,Nancy Grace,21.0,6.0,0.10047846889952153,,,
13,4,Ricki Lake,29.0,1.0,0.13875598086124402,,,
13,4,Rob Kardashian,24.0,3.0,0.11483253588516747,,,
13,5,Carson Kressley,19.0,8.0,0.10106382978723404,,,
13,5,Chaz Bono,21.0,7.0,0.11170212765957446,,,
13,5,Chynna Phillips,0.0,9.0,0.0,,,
13,5,David Arquette,25.0,2.0,0.13297872340425532,,,
13,5,Elisabetta Canalis,0.0,9.0,0.0,,,
13,5,Hope Solo,24.0,4.0,0.1276595744680851,,,
13,5,J.R. Martinez,28.0,1.0,0.14893617021276595,,,
13,5,Kristin Cavallari,0.0,9.0,0.0,,,
13,5,Metta World Peace (Ron),0.0,9.0,0.0,,,
13,5,Nancy Grace,22.0,6.0,0.11702127659574468,,,
13,5,Ricki Lake,24.0,4.0,0.1276595744680851,,,
13,5,Rob Kardashian,25.0,2.0,0.13297872340425532,,,
13,6,Carson Kressley,0.0,8.0,0.0,,,
13,6,Chaz Bono,19.0,7.0,0.1144578313253012,,,
13,6,Chynna Phillips,0.0,8.0,0.0,,,
13,6,David Arquette,23.0,4.0,0.13855421686746988,,,
13,6,Elisabetta Canalis,0.0,8.0,0.0,,,
13,6,Hope Solo,20.0,6.0,0.12048192771084337,,,
13,6,J.R. Martinez,29.0,1.0,0.1746987951807229,,,
13,6,Kristin Cavallari,0.0,8.0,0.0,,,
13,6,Metta World Peace (Ron),0.0,8.0,0.0,,,
13,6,Nancy Grace,24.0,3.0,0.14457831325301204,,,
13,6,Ricki Lake,29.0,1.0,0.1746987951807229,,,
13,6,Rob Kardashian,22.0,5.0,0.13253012048192772,,,
13,7,Carson Kressley,0.0,7.0,0.0,,,
13,7,Chaz Bono,0.0,7.0,0.0,,,
13,7,Chynna Phillips,0.0,7.0,0.0,,,
13,7,David Arquette,23.5,5.0,0.16040955631399317,,,
13,7,Elisabetta Canalis,0.0,7.0,0.0,,,
13,7,Hope Solo,25.0,3.0,0.17064846416382254,,,
13,7,J.R. Martinez,24.0,4.0,0.16382252559726962,,,
13,7,Kristin Cavallari,0.0,7.0,0.0,,,
13,7,Metta World Peace (Ron),0.0,7.0,0.0,,,
13,7,Nancy Grace,22.0,6.0,0.15017064846416384,,,
13,7,Ricki Lake,26.5,1.0,0.18088737201365188,,,
13,7,Rob Kardashian,25.5,2.0,0.17406143344709898,,,
13,8,Carson Kressley,0.0,6.0,0.0,,,
13,8,Chaz Bono,0.0,6.0,0.0,,,
13,8,Chynna Phillips,0.0,6.0,0.0,,,
13,8,David Arquette,0.0,6.0,0.0,,,
13,8,Elisabetta Canalis,0.0,6.0,0.0,,,
13,8,Hope Solo,26.0,2.0,0.20077220077220076,,,
13,8,J.R. Martinez,30.0,1.0,0.23166023166023167,,,
13,8,Kristin Cavallari,0.0,6.0,0.0,,,
13,8,Metta World Peace (Ron),0.0,6.0,0.0,,,
13,8,Nancy Grace,22.0,5.0,0.16988416988416988,,,
13,8,Ricki Lake,26.0,2.0,0.20077220077220076,,,
13,8,Rob Kardashian,25.5,4.0,0.1969111969111969,,,
13,9,Carson Kressley,0.0,5.0,0.0,,,
13,9,Chaz Bono,0.0,5.0,0.0,,,
13,9,Chynna Phillips,0.0,5.0,0.0,,,
13,9,David Arquette,0.0,5.0,0.0,,,
13,9,Elisabetta Canalis,0.0,5.0,0.0,,,
13,9,Hope Solo,24.4998,4.0,0.20675023945248716,,,
13,9,J.R. Martinez,28.0,3.0,0.2362879168266533,,,
13,9,Kristin Cavallari,0.0,5.0,0.0,,,
13,9,Metta World Peace (Ron),0.0,5.0,0.0,,,
13,9,Nancy Grace,0.0,5.0,0.0,,,
13,9,Ricki Lake,33.4999,1.0,0.2827007708893286,,,
13,9,Rob Kardashian,32.4998,2.0,0.27426107283153095,,,
13,10,Carson Kressley,0.0,4.0,0.0,,,
13,10,Chaz Bono,0.0,4.0,0.0,,,
13,10,Chynna Phillips,0.0,4.0,0.0,,,
13,10,David Arquette,0.0,4.0,0.0,,,
13,10,Elisabetta Canalis,0.0,4.0,0.0,,,
13,10,Hope Solo,0.0,4.0,0.0,,,
13,10,J.R. Martinez,28.1665,2.0,0.33333293885414844,,,
13,10,Kristin Cavallari,0.0,4.0,0.0,,,
13,10,Metta World Peace (Ron),0.0,4.0,0.0,,,
13,10,Nancy Grace,0.0,4.0,0.0,,,
13,10,Ricki Lake,27.999899999999997,3.0,0.33136133188796163,,,
13,10,Rob Kardashian,28.333199999999998,1.0,0.33530572925789,,,
13,11,Carson Kressley,,,,,,
13,11,Chaz Bono,,,,,,
13,11,Chynna Phillips,,,,,,
13,11,David Arquette,,,,,,
13,11,Elisabetta Canalis,,,,,,
13,11,Hope Solo,,,,,,
13,11,J.R. Martinez,,,,,,
13,11,Kristin Cavallari,,,,,,
13,11,Metta World Peace (Ron),,,,,,
13,11,Nancy Grace,,,,,,
13,11,Ricki Lake,,,,,,
13,11,Rob Kardashian,,,,,,
14,1,Donald Driver,21.0,8.0,0.07777777777777778,2012-04-23,wikipedia_week_date_table,
14,1,Gavin DeGraw,20.0,10.0,0.07407407407407407,2012-04-23,wikipedia_week_date_table,
14,1,Gladys Knight,23.0,4.0,0.08518518518518518,2012-04-23,wikipedia_week_date_table,
14,1,Jack Wagner,23.0,4.0,0.08518518518518518,2012-04-23,wikipedia_week_date_table,
14,1,Jaleel White,26.0,1.0,0.0962962962962963,2012-04-23,wikipedia_week_date_table,
14,1,Katherine Jenkins,26.0,1.0,0.0962962962962963,2012-04-23,wikipedia_week_date_table,
14,1,Maria Menounos,21.0,8.0,0.07777777777777778,2012-04-23,wikipedia_week_date_table,
14,1,Martina Navratilova,20.0,10.0,0.07407407407407407,2012-04-23,wikipedia_week_date_table,
14,1,Melissa Gilbert,20.0,10.0,0.07407407407407407,2012-04-23,wikipedia_week_date_table,
14,1,Roshon Fegan,23.0,4.0,0.08518518518518518,2012-04-23,wikipedia_week_date_table,
14,1,Sherri Sheperd,23.0,4.0,0.08518518518518518,2012-04-23,wikipedia_week_date_table,
14,1,William Levy,24.0,3.0,0.08888888888888889,2012-04-23,wikipedia_week_date_table,
14,2,Donald Driver,24.0,5.0,0.08921933085501858,2012-03-19,wikipedia_week_date_table,
14,2,Gavin DeGraw,21.0,8.0,0.07806691449814127,2012-03-19,wikipedia_week_date_table,
14,2,Gladys Knight,19.0,11.0,0.07063197026022305,2012-03-19,wikipedia_week_date_table,
14,2,Jack Wagner,21.0,8.0,0.07806691449814127,2012-03-19,wikipedia_week_date_table,
14,2,Jaleel White,22.0,7.0,0.08178438661710037,2012-03-19,wikipedia_week_date_table,
14,2,Katherine Jenkins,26.0,1.0,0.09665427509293681,2012-03-19,wikipedia_week_date_table,
14,2,Maria Menounos,25.0,3.0,0.09293680297397769,2012-03-19,wikipedia_week_date_table,
14,2,Martina Navratilova,17.0,12.0,0.06319702602230483,2012-03-19,wikipedia_week_date_table,
14,2,Melissa Gilbert,20.0,10.0,0.07434944237918216,2012-03-19,wikipedia_week_date_table,
14,2,Roshon Fegan,26.0,1.0,0.09665427509293681,2012-03-19,wikipedia_week_date_table,
14,2,Sherri Sheperd,23.0,6.0,0.08550185873605948,2012-03-19,wikipedia_week_date_table,
14,2,William Levy,25.0,3.0,0.09293680297397769,2012-03-19,wikipedia_week_date_table,
14,3,Donald Driver,26.0,4.0,0.09285714285714286,2012-04-02,wikipedia_week_date_table,
14,3,Gavin DeGraw,24.0,7.0,0.08571428571428572,2012-04-02,wikipedia_week_date_table,
14,3,Gladys Knight,24.0,7.0,0.08571428571428572,2012-04-02,wikipedia_week_date_table,
14,3,Jack Wagner,24.0,7.0,0.08571428571428572,2012-04-02,wikipedia_week_date_table,
14,3,Jaleel White,25.0,5.0,0.08928571428571429,2012-04-02,wikipedia_week_date_table,
14,3,Katherine Jenkins,29.0,1.0,0.10357142857142858,2012-04-02,wikipedia_week_date_table,
14,3,Maria Menounos,27.0,3.0,0.09642857142857143,2012-04-02,wikipedia_week_date_table,
14,3,Martina Navratilova,0.0,12.0,0.0,2012-04-02,wikipedia_week_date_table,
14,3,Melissa Gilbert,24.0,7.0,0.08571428571428572,2012-04-02,wikipedia_week_date_table,
14,3,Roshon Fegan,25.0,5.0,0.08928571428571429,2012-04-02,wikipedia_week_date_table,
14,3,Sherri Sheperd,24.0,7.0,0.08571428571428572,2012-04-02,wikipedia_week_date_table,
14,3,William Levy,28.0,2.0,0.1,2012-04-02,wikipedia_week_date_table,
14,4,Donald Driver,27.0,1.0,0.11587982832618025,2012-04-03,wikipedia_week_date_table,
14,4,Gavin DeGraw,23.0,5.0,0.09871244635193133,2012-04-03,wikipedia_week_date_table,
14,4,Gladys Knight,20.0,10.0,0.08583690987124463,2012-04-03,wikipedia_week_date_table,
14,4,Jack Wagner,0.0,11.0,0.0,2012-04-03,wikipedia_week_date_table,
14,4,Jaleel White,22.0,6.0,0.0944206008583691,2012-04-03,wikipedia_week_date_table,
14,4,Katherine Jenkins,24.0,4.0,0.10300429184549356,2012-04-03,wikipedia_week_date_table,
14,4,Maria Menounos,26.0,2.0,0.11158798283261803,2012-04-03,wikipedia_week_date_table,
14,4,Martina Navratilova,0.0,11.0,0.0,2012-04-03,wikipedia_week_date_table,
14,4,Melissa Gilbert,22.0,6.0,0.0944206008583691,2012-04-03,wikipedia_week_date_table,
14,4,Roshon Fegan,26.0,2.0,0.11158798283261803,2012-04-03,wikipedia_week_date_table,
14,4,Sherri Sheperd,21.0,9.0,0.09012875536480687,2012-04-03,wikipedia_week_date_table,
14,4,William Levy,22.0,6.0,0.0944206008583691,2012-04-03,wikipedia_week_date_table,
14,5,Donald Driver,27.0,3.0,0.12053571428571429,2012-04-10,wikipedia_week_date_table,
14,5,Gavin DeGraw,19.0,9.0,0.08482142857142858,2012-04-10,wikipedia_week_date_table,
14,5,Gladys Knight,22.0,7.0,0.09821428571428571,2012-04-10,wikipedia_week_date_table,
14,5,Jack Wagner,0.0,10.0,0.0,2012-04-10,wikipedia_week_date_table,
14,5,Jaleel White,24.0,6.0,0.10714285714285714,2012-04-10,wikipedia_week_date_table,
14,5,Katherine Jenkins,29.0,1.0,0.12946428571428573,2012-04-10,wikipedia_week_date_table,
14,5,Maria Menounos,27.0,3.0,0.12053571428571429,2012-04-10,wikipedia_week_date_table,
14,5,Martina Navratilova,0.0,10.0,0.0,2012-04-10,wikipedia_week_date_table,
14,5,Melissa Gilbert,21.0,8.0,0.09375,2012-04-10,wikipedia_week_date_table,
14,5,Roshon Fegan,26.0,5.0,0.11607142857142858,2012-04-10,wikipedia_week_date_table,
14,5,Sherri Sheperd,0.0,10.0,0.0,2012-04-10,wikipedia_week_date_table,
