celebrity_name,total_score,is_eliminated,vote_mean,vote_std,vote_ci_lower,vote_ci_upper,certainty,season,week
Brandy,21.0,False,0.09402389413602162,0.0007624818834395118,0.09275355439975971,0.0954061937625753,0.9918905519661156,11,2
Bristol Palin,22.0,False,0.0988373803647437,0.0006603044314083773,0.09754115291256286,0.09994830154298541,0.993319284374276,11,2
Florence Henderson,19.0,False,0.08518608883088012,0.0005989602293964145,0.08407068720432502,0.08646102650019924,0.9929688023289163,11,2
Jennifer Grey,24.0,False,0.10920308379603606,0.000887984568061895,0.10745645734703901,0.1111005902964514,0.9918685028188359,11,2
Kurt Warner,21.0,False,0.09401579241101982,0.0006220692592399292,0.09269232076232332,0.09517939974124548,0.9933833535485149,11,2
Kyle Massey,22.0,False,0.09892746965143426,0.0007749869085743575,0.09744804974060951,0.10040427024067929,0.9921661100672545,11,2
Margaret Cho,18.0,False,0.08098754687354934,0.0006551111262463864,0.07984926154986612,0.08229325124926311,0.9919109646910376,11,2
Michael Bolton,12.0,True,0.060074138006034214,0.0004944341060750898,0.059037226430849056,0.06099377308686439,0.9917696013211971,11,2
Rick Fox,21.0,False,0.09400733584018786,0.0006784292877553898,0.09262840471628359,0.09553714874348142,0.9927832303543979,11,2
The Situation,18.0,False,0.08085498321780177,0.0006479536051851999,0.07957564384447745,0.08212066493263943,0.9919862254693717,11,2
Audrina Patridge,26.0,False,0.11862762084456085,0.0006018105345256295,0.11739637015407205,0.1196033050593276,0.9949268936674184,11,3
Brandy,24.0,False,0.1083320082620725,0.0006515420099460322,0.10729246428256253,0.10950653271509539,0.9939856924984733,11,3
Bristol Palin,19.0,False,0.08632801198862051,0.0004154348481003704,0.08555762354053731,0.0870634352504913,0.9951877167268125,11,3
Florence Henderson,20.0,False,0.0903793783291462,0.0005025663366921548,0.08953304469676608,0.09135101221718492,0.9944393694005961,11,3
Jennifer Grey,24.0,False,0.10821834100536004,0.0005960991303267178,0.10705048296309772,0.10935919572747464,0.9944916996066573,11,3
Kurt Warner,23.0,False,0.10342598667240269,0.0006267618994880512,0.10234256314940449,0.10450803857464602,0.993939995936676,11,3
Kyle Massey,23.0,False,0.10349344015196876,0.0005373631635487962,0.10241098769173777,0.10448848669719953,0.9948077562910292,11,3
Margaret Cho,18.0,True,0.08254290532278054,0.0004393655924716819,0.08159000140853713,0.08330621104768302,0.9946771246934724,11,3
Rick Fox,24.0,False,0.10829820547108522,0.000563623651883796,0.107315075242591,0.10941603367857133,0.9947956325829029,11,3
The Situation,20.0,False,0.09035410195200275,0.0005294874253383995,0.0893878073443953,0.09136577024434846,0.994139862896101,11,3
Audrina Patridge,23.0,False,0.12695301657557434,0.001140148541474592,0.1246839847663195,0.12899238466783666,0.9910191299724188,11,4
Brandy,24.0,False,0.1337558134533299,0.001290067405565987,0.13112476311840374,0.1362659835173657,0.9903550554382736,11,4
Bristol Palin,16.0,False,0.08927023025039764,0.0009874534269125655,0.08727171905354325,0.09123466238263238,0.9889386033379457,11,4
Florence Henderson,17.5,False,0.09645536640147565,0.0009287297020944053,0.09486760392955439,0.09826114779630549,0.9903714045496571,11,4
Jennifer Grey,28.0,False,0.16321969918433557,0.0015365551543348277,0.16038731018500382,0.16679211888121118,0.9905859699410456,11,4
Kurt Warner,17.0,False,0.0939012682766554,0.0009809008866174728,0.09205853270329212,0.09568507854448793,0.9895539122674306,11,4
Kyle Massey,20.0,False,0.10935058025241418,0.0011332862724989085,0.1074253414430428,0.11153773269309566,0.9896362116242736,11,4
Rick Fox,19.5,False,0.10647462447593112,0.0010654834643987578,0.10444257845570404,0.10856952157279104,0.9899930761001218,11,4
The Situation,14.0,True,0.08061940112988615,0.0007857752366796881,0.07926919424694397,0.08210700796048294,0.9902532737074824,11,4
Audrina Patridge,23.0,False,0.1255275463998772,0.000717911662314015,0.12407629591877546,0.12699131168310154,0.9942808436641702,11,5
Brandy,27.0,False,0.14966023640533882,0.0008231012749874714,0.14811183377626713,0.15123411086430516,0.9945002006227079,11,5
Bristol Palin,18.0,False,0.10065036143170117,0.000645384879010294,0.09942795252149453,0.10170595586855304,0.9935878533387261,11,5
Florence Henderson,21.0,True,0.11497003049836238,0.0006414566456277321,0.1138687831218044,0.11633384367512437,0.9944206621251886,11,5
Jennifer Grey,25.0,False,0.13696179491643343,0.0007376781967259405,0.13539308756722807,0.13858391140020007,0.9946139856214937,11,5
Kurt Warner,24.0,False,0.13115508250942265,0.0006937651461447765,0.12974495661567406,0.13231600957118955,0.9947103449376814,11,5
Kyle Massey,20.0,False,0.10993024229105121,0.0007203172045843158,0.10863033665468182,0.11136380999202124,0.9934475064407008,11,5
Rick Fox,24.0,False,0.13114470554781305,0.0007481747500745613,0.12955485910102274,0.13246887886621872,0.9942950441884076,11,5
Audrina Patridge,31.9998,True,0.15379219453893947,0.0010122477526361292,0.15190872254413856,0.15558182049343003,0.9934180810952676,11,6
Brandy,35.9999,False,0.1760785490094422,0.0011137437630541918,0.1742547333542309,0.17816004478863798,0.9936747334111978,11,6
Bristol Palin,27.9998,False,0.1341911099449852,0.0007802790396653684,0.13296836978387178,0.13568757387556574,0.9941853149587535,11,6
Jennifer Grey,29.0,False,0.13895826574128115,0.0008749484315850555,0.1372454957556406,0.14052350212303538,0.9937035164700884,11,6
Kurt Warner,21.9999,False,0.1096108158613651,0.0006937591036825921,0.10840034004629269,0.11121923306102051,0.9936707057763345,11,6
Kyle Massey,29.9999,False,0.1436524643235253,0.0009422198829128269,0.1418677569875827,0.1453241669141814,0.9934409765446779,11,6
Rick Fox,30.0,False,0.14371660058046173,0.0008709474285823536,0.14189020108111752,0.14523825581951041,0.9939398272359307,11,6
Brandy,36.5,False,0.17508060398028266,0.00033057815445540966,0.17445025619703336,0.17574989706806307,0.9981118516446709,11,7
Bristol Palin,32.5,False,0.15612343224286473,0.00029270668409603676,0.15559341296671175,0.15668846668117042,0.9981251585371201,11,7
Jennifer Grey,36.5,False,0.17513848216293254,0.00030797824622343057,0.17455614993037097,0.17572130078294682,0.9982415158426637,11,7
Kurt Warner,35.0,False,0.1677563914937067,0.00031487780485874874,0.16718040954134317,0.16831538350929492,0.9981230056151359,11,7
Kyle Massey,33.5,False,0.1606514694302762,0.0003077202671835022,0.16007141213896806,0.16123457708487726,0.9980845474474975,11,7
Rick Fox,34.5,True,0.16524962068993707,0.0002977775054945921,0.16464575688079844,0.16584310971397215,0.998198013984835,11,7
Brandy,28.5,False,0.21495631114392272,0.0008685960862201767,0.2133356133634933,0.21666719367390236,0.9959591970963876,11,8
Bristol Palin,23.5,False,0.17785046015903475,0.0006861498621678763,0.17643110889792007,0.17918647592515347,0.9961419843302384,11,8
Jennifer Grey,28.5,False,0.21489337581234444,0.0007595482524427891,0.21338688709300613,0.2163896864393174,0.996465464560871,11,8
Kurt Warner,24.0,True,0.18133479267775615,0.0007535740750536512,0.18001944572071854,0.18260285780371963,0.9958442940600329,11,8
Kyle Massey,28.0,False,0.21096506020694203,0.0008396185650203881,0.20944075239754256,0.21241007078489763,0.996020106058336,11,8
Brandy,28.5,True,0.2498138562087835,0.0004482859923242452,0.24899017347514357,0.2507168764208398,0.9982055199053907,11,9
Bristol Palin,26.5,False,0.2327992450544652,0.0004230117213532339,0.23191585498213876,0.23356737617119772,0.9981829334487134,11,9
Jennifer Grey,30.0,False,0.26324619095975416,0.000441210759399179,0.2623377735514816,0.26408148855884067,0.998323961468196,11,9
Kyle Massey,29.0,False,0.25414070777699693,0.000441475184318085,0.2532373349381265,0.25498672688884977,0.9982628710363651,11,9
Bristol Palin,25.666600000000003,False,0.30945088912267216,0.000795855416525439,0.3080377934057418,0.31090400140626717,0.9974281689130647,11,10
Jennifer Grey,30.0,False,0.3618307639747754,0.0008516620475583091,0.3603239667405123,0.3633531060561968,0.9976462420215388,11,10
Kyle Massey,27.3332,False,0.3287183469025522,0.0008898503736580777,0.32700586889982053,0.33036397392124334,0.9972929701611031,11,10
Chelsea Kane,21.0,False,0.10058462957375335,0.0009233970338342127,0.09893619157391388,0.10257847754469328,0.9908197004080317,12,1
Chris Jericho,19.0,False,0.09025833991514856,0.0008006023942991135,0.0888722324878721,0.09172624435804465,0.9911298790222405,12,1
Hines Ward,21.0,False,0.10061095304088014,0.0008439940662004911,0.09896692016295733,0.10251407889827419,0.9916113102928509,12,1
Kendra Wilkinson,18.0,False,0.08581417857932083,0.0007123630267461948,0.08441707850322826,0.08716099195154565,0.9916987724110446,12,1
Kirstie Alley,23.0,False,0.11191534722298568,0.0008371322288012187,0.1104106444146896,0.11354714938755611,0.9925199514671275,12,1
Mike Catherwood,13.0,False,0.06578544224833155,0.0006129459504927437,0.0645490849249617,0.066997549340045,0.9906826506056012,12,1
Petra Nemcova,18.0,False,0.08590333678118534,0.0007056924235408323,0.08456638699073635,0.08707966784254624,0.9917850406051352,12,1
Ralph Macchio,24.0,False,0.11791018691868965,0.0009642544779485389,0.11600902373830851,0.11976796406196911,0.9918221274756058,12,1
Romeo,19.0,False,0.09051056355593193,0.0007194573231096651,0.08926249765327053,0.09177321873758755,0.9920511231524366,12,1
Sugar Ray Leonard,17.0,False,0.08132409744749318,0.0006707491516772006,0.08021145759924854,0.08256698101081972,0.991752147607783,12,1
Wendy Williams,14.0,False,0.06938292471627978,0.0006123213169393107,0.06813792097699962,0.07063469250926704,0.9911747548918813,12,1
Chelsea Kane,18.0,False,0.08305200291618205,0.0004984528652703113,0.0822350729131958,0.08382560036518899,0.9939983041014271,12,2
Chris Jericho,23.0,False,0.10703677249364285,0.0006180435243988617,0.10606687461943101,0.10845822235445413,0.9942258766777038,12,2
Hines Ward,23.0,False,0.10707220131003087,0.0005847826025345543,0.10606014804555423,0.10816377406831436,0.9945384273847019,12,2
Kendra Wilkinson,19.0,False,0.08739202407115336,0.00047128136971123633,0.08644082848651027,0.08814909090833808,0.9946072725203443,12,2
Kirstie Alley,20.0,False,0.09195936235421621,0.000642758093794947,0.09072623329542777,0.093275428312776,0.9930104115846398,12,2
Mike Catherwood,17.0,True,0.07886026069594732,0.00047553971220857323,0.07799672211381307,0.07980757827093142,0.9939698435179911,12,2
Petra Nemcova,18.0,False,0.08294723209649957,0.00047589657863847764,0.08214443720901135,0.08381712793004925,0.9942626587215734,12,2
Ralph Macchio,21.0,False,0.09678760338437405,0.000518936475424508,0.09565982826185514,0.09770831797399711,0.994638399368526,12,2
Romeo,23.0,False,0.10705194646057388,0.0005892730163939432,0.10608101971788175,0.10831800172128042,0.9944954479028463,12,2
Sugar Ray Leonard,17.0,False,0.07890881340507991,0.0004787716688294508,0.07790659527098198,0.07975586898196009,0.9939325957625079,12,2
Wendy Williams,17.0,False,0.07893178081229996,0.00041740386916441893,0.07821275229836601,0.07976079559890027,0.9947118402135509,12,2
Chelsea Kane,23.0,False,0.10686845297738838,0.0007076164579349671,0.10557391197265278,0.10814094078231302,0.9933786216772064,12,3
Chris Jericho,21.0,False,0.09730444825480022,0.0006370527243788227,0.09604112869300989,0.09848946397134646,0.9934529948444839,12,3
Hines Ward,25.0,False,0.1173088203990718,0.0006372047786210024,0.1160505875427325,0.11857241221847147,0.9945681426473022,12,3
Kendra Wilkinson,23.0,False,0.10689601138820214,0.0006423935340888748,0.10571889374423647,0.10801345011901167,0.9939904817238132,12,3
Kirstie Alley,21.0,False,0.09730685941875902,0.0005546536916040879,0.09619488096576229,0.09838419527827173,0.9942999527996568,12,3
Petra Nemcova,25.0,False,0.11738858708281448,0.0007586646315070727,0.11605782099768222,0.11887746984210695,0.9935371516911448,12,3
Ralph Macchio,21.0,False,0.09746119527991759,0.0005636721681688427,0.09643283255663837,0.0984730950475736,0.994216445154916,12,3
Romeo,20.0,False,0.09291314049874141,0.0005787459773202975,0.09171092107758726,0.09382906186118473,0.9937711073566807,12,3
Sugar Ray Leonard,20.0,False,0.09294437127448481,0.000550359527008279,0.0917383564012103,0.09408944751367418,0.994078613696972,12,3
Wendy Williams,15.0,True,0.07360811342581992,0.00047256895834893513,0.07276208277588667,0.0744505416726588,0.9935799338367071,12,3
Chelsea Kane,26.0,False,0.12668203634051384,0.0006227976957737958,0.12535859807620717,0.12770834931112898,0.9950837726187179,12,4
Chris Jericho,23.0,False,0.1110434730083782,0.0005925137677268642,0.11000049739422577,0.11231939846208745,0.9946641279160806,12,4
Hines Ward,25.0,False,0.12134193928790687,0.0005416117034365766,0.12010340494730302,0.12219307605109966,0.9955364838685206,12,4
Kendra Wilkinson,18.0,False,0.08934037865365,0.0004699229131625086,0.08850256703568987,0.09016833204525598,0.9947400837085739,12,4
Kirstie Alley,22.0,False,0.10637388978596599,0.0005175936183852027,0.10555803866267126,0.10760675165448208,0.9951342042729974,12,4
Petra Nemcova,23.0,False,0.11107717781503654,0.0005438470079052612,0.11005506758070621,0.11205431063319567,0.9951038816559522,12,4
Ralph Macchio,25.0,False,0.12122816898787445,0.0005092879769833886,0.12019343013509108,0.1220807642610713,0.9957989303869275,12,4
Romeo,23.0,False,0.11108151998280281,0.0005188631179134532,0.11015839192782248,0.1120254702603454,0.9953289879541279,12,4
Sugar Ray Leonard,21.0,True,0.10183141613787118,0.00045257611475887726,0.10111057484551234,0.10284379823303649,0.9955556336941624,12,4
Chelsea Kane,26.0,False,0.1338987655395986,0.0005643598626648351,0.13292097529626407,0.13509858579716086,0.9957851750134475,12,5
Chris Jericho,26.0,False,0.13388941014517516,0.0004973869089155904,0.13301397303411128,0.1349393074007826,0.9962850914917298,12,5
Hines Ward,27.0,False,0.13946989270996535,0.0005328278994320657,0.13836275532325595,0.14043718148698187,0.9961796206401327,12,5
Kendra Wilkinson,22.0,False,0.11352743948965954,0.00045024018490403585,0.11268780760226743,0.11442601350496752,0.9960340849143784,12,5
Kirstie Alley,23.0,False,0.11835876365525008,0.0005138079513708133,0.11741946593755294,0.11946058803380386,0.9956588938959567,12,5
Petra Nemcova,22.0,True,0.11349903562516418,0.0004494652243435362,0.11271725843486127,0.11430119576431697,0.996039920322954,12,5
Ralph Macchio,22.0,False,0.11349432387418258,0.0004552116511210072,0.11265982476594694,0.11447449580504895,0.9959891240761464,12,5
Romeo,26.0,False,0.13386236896100454,0.0005030751769728606,0.13286395082696417,0.13473074540389424,0.9962418476463731,12,5
Chelsea Kane,28.0,False,0.15563133687571162,0.0005520021903580825,0.15463469902516913,0.15652108158510483,0.996453142397672,12,6
Chris Jericho,22.0,True,0.12324502473506095,0.0004591443459013244,0.12247778676380594,0.1241346662975162,0.9962745405188701,12,6
Hines Ward,27.0,False,0.1497325633481486,0.0006138290648065936,0.14843140417042933,0.15087036058760908,0.9959004971859103,12,6
Kendra Wilkinson,25.0,False,0.13847274224914344,0.0005217813298235249,0.1374419402062399,0.13942281284150534,0.9962318841863858,12,6
Kirstie Alley,26.0,False,0.14401163215892437,0.0005384187313918078,0.14290220773144607,0.14500651942502732,0.9962612830413752,12,6
Ralph Macchio,24.0,False,0.13318806179207857,0.0005062237262112128,0.13215322100336444,0.1341073863236861,0.9961991809220748,12,6
Romeo,28.0,False,0.1557186388409323,0.0005867546629526447,0.15453569139330342,0.15677909584718056,0.9962319561272814,12,6
Chelsea Kane,32.0,False,0.16966004832591064,0.0002921937579578211,0.16902741265034468,0.1701616056447618,0.998277769216495,12,7
Hines Ward,33.0,False,0.17515343849906753,0.000311824569945215,0.17460499041296138,0.1757344013143584,0.9982197062608801,12,7
Kendra Wilkinson,30.5,True,0.16170554685617483,0.00031129907853690307,0.16111959898406986,0.16234303769808425,0.9980749016679448,12,7
Kirstie Alley,30.0,False,0.15919346728723213,0.0003089157011906766,0.15861699639846227,0.1598068091615026,0.9980594951133686,12,7
Ralph Macchio,33.0,False,0.17514809284089738,0.0003369147272934195,0.17447035953984652,0.17574081199065528,0.9980764008227057,12,7
Romeo,30.0,False,0.15913940619071737,0.0002778268711763409,0.15856575612626406,0.15962595105504923,0.9982541918571483,12,7
Chelsea Kane,27.5,False,0.21147240779491863,0.0006078467297362738,0.21024551696714594,0.21262918313581725,0.9971256452031995,12,8
Hines Ward,27.0,False,0.20741322960777922,0.0004966496819456665,0.20639169184201678,0.20826063623736382,0.9976055062500843,12,8
Kirstie Alley,26.5,False,0.20353372432699693,0.0005624816668372192,0.2024329557123565,0.20461592931059236,0.9972364203097196,12,8
Ralph Macchio,23.0,False,0.17786531836361066,0.0005051160013694657,0.176981144122902,0.17879698123337293,0.9971601208936255,12,8
Romeo,26.0,True,0.19971531990669444,0.0005669369493715061,0.1986885838132931,0.20077174501217904,0.9971612746100982,12,8
Chelsea Kane,36.5,False,0.3146941601051106,0.0019040622039393706,0.31122287190820835,0.3184217731896959,0.9939494835134424,12,9
Hines Ward,30.0,False,0.251915313185503,0.0019588518433025625,0.24890432013108105,0.2556392484282641,0.9922241652619977,12,9
Kirstie Alley,27.0,False,0.2277495975097701,0.0014378559858149631,0.22495506880641616,0.23062122595441945,0.9936866804528457,12,9
Ralph Macchio,24.0,True,0.2056409291996163,0.0015836731663061135,0.20228638598397092,0.2083904034913388,0.9922988425870765,12,9
Chelsea Kane,29.666600000000003,False,0.33963808689945557,0.0003984799709601155,0.3389444138640782,0.3404446604798191,0.998826751220401,12,10
Hines Ward,29.666600000000003,False,0.3396517738877701,0.0004023952991854928,0.3388646989010481,0.3403113811753704,0.9988152710213183,12,10
Kirstie Alley,27.9999,False,0.32071013921277436,0.00036099445483542985,0.32019189229320877,0.3214904084624274,0.9988743902649242,12,10
Carson Kressley,17.0,False,0.0776855330007921,0.0005599628931951925,0.07667952785384055,0.07861220444221766,0.9927919282836164,13,1
Chaz Bono,17.0,False,0.07763238634765195,0.0005620806842373549,0.07652583887434232,0.07882267073148053,0.9927597139456689,13,1
Chynna Phillips,22.0,False,0.10242504233986743,0.0006985432762267988,0.10112615560840092,0.10372439399614919,0.993179956187776,13,1
David Arquette,18.0,False,0.08202780994173887,0.0005579527745883519,0.08099022094821164,0.0830744782118821,0.9931980047378487,13,1
Elisabetta Canalis,15.0,False,0.06960697866303622,0.0005239550894040426,0.06870249685559622,0.07056628004256534,0.9924726643869937,13,1
Hope Solo,21.0,False,0.09681554341385407,0.0005681414642377243,0.09560711157848718,0.09784280402433282,0.9941317122829223,13,1
J.R. Martinez,22.0,False,0.10245707843627651,0.0007389768328003366,0.10100878066591604,0.10356227962462995,0.9927874496903604,13,1
Kristin Cavallari,19.0,False,0.08674628594038414,0.0006821220384130348,0.08534108537622406,0.08779249941415479,0.9921365850881291,13,1
Metta World Peace (Ron),14.0,True,0.06585347149606367,0.00045597873352632573,0.06500940291166182,0.0667794525569197,0.9930758588246394,13,1
Nancy Grace,16.0,False,0.07353045358404815,0.0005354772684879537,0.07257962666194144,0.07476642274286158,0.9927176123308435,13,1
Ricki Lake,20.0,False,0.0916941789655714,0.0005455450456637592,0.09071506253143065,0.09280143149618071,0.9940503851845536,13,1
Rob Kardashian,16.0,False,0.07352523787071535,0.0005828539325589441,0.07249636539696105,0.07451424587336809,0.992072736526418,13,1
Carson Kressley,18.0,False,0.08093162256611297,0.000347715659239944,0.08030664884933969,0.08165805730060027,0.995703587198491,13,2
Chaz Bono,17.0,False,0.07707737662549527,0.0002902065993437802,0.07660306490936628,0.07768200686270953,0.996234866674902,13,2
Chynna Phillips,21.0,False,0.09384232520810863,0.00035458123782014034,0.093176687412733,0.09452267955246549,0.9962215211842438,13,2
David Arquette,18.0,False,0.08095598905785888,0.00036534242862460353,0.08027741884883985,0.08164795575800249,0.9954871476109878,13,2
Elisabetta Canalis,21.0,True,0.09376746424531987,0.00041706009678652456,0.09297132651790369,0.09453424043068634,0.995552187529617,13,2
Hope Solo,19.0,False,0.08506690130684054,0.0004217680891081559,0.08440158203984714,0.0858656961610463,0.9950419248541003,13,2
J.R. Martinez,22.0,False,0.09858850160960236,0.00043819550719181025,0.09767631900004042,0.09938838739209685,0.9955553081745069,13,2
Kristin Cavallari,22.0,False,0.09855516279017447,0.00038194930011416553,0.09777111378397489,0.0990880801940997,0.9961245125135926,13,2
Nancy Grace,21.0,False,0.09383347252252261,0.0004141552025648055,0.09302415183811401,0.09459146919795938,0.9955862743706368,13,2
Ricki Lake,23.0,False,0.10352007333580504,0.0004078720038992767,0.1028398418142167,0.10437656505939218,0.9960599718416331,13,2
Rob Kardashian,21.0,False,0.09386111073215928,0.0004440511990044148,0.09304985907381341,0.09465593807497022,0.9952690608970999,13,2
Carson Kressley,23.0,False,0.09664850647545611,0.0004534847501100585,0.09575878720276922,0.097441099371843,0.995307896969673,13,3
Chaz Bono,18.0,False,0.07814860896899384,0.0003403418400885582,0.07752012798244358,0.07874663205710886,0.9956449405232076,13,3
Chynna Phillips,26.0,False,0.10962086901927151,0.0005703252628182729,0.1086191306523488,0.1106111437989567,0.9947972929979417,13,3
David Arquette,24.0,False,0.1007845383128044,0.0005023013883115161,0.09986245303844273,0.10182864380455339,0.9950160868252179,13,3
Hope Solo,24.0,False,0.10071851108734352,0.0005423835028307823,0.0996959403453598,0.10166635123629995,0.9946148578153581,13,3
J.R. Martinez,26.0,False,0.1095641542429793,0.0005315236412742582,0.10857820646923962,0.11059278841120739,0.9951487450896075,13,3
Kristin Cavallari,24.0,True,0.10072452895910289,0.0005417529000251395,0.09983743350335274,0.10180670722186555,0.9946214402229162,13,3
Nancy Grace,21.0,False,0.08873690884358268,0.0004549566573729625,0.0879535256622221,0.08962936484639902,0.9948729715368504,13,3
Ricki Lake,27.0,False,0.11433176198940266,0.0005776908976870173,0.11337614386856085,0.11525661863784822,0.9949472404899999,13,3
Rob Kardashian,24.0,False,0.1007216121010631,0.0005246535092343454,0.09992276034450276,0.10165979135747337,0.9947910532974005,13,3
Carson Kressley,20.0,False,0.0961358625167407,0.0005719558913670892,0.09513565039060792,0.09710827368822365,0.9940505460044373,13,4
Chaz Bono,21.0,False,0.10028994745818055,0.0005107153800735941,0.09935832338911324,0.10126827611403316,0.9949076114504243,13,4
Chynna Phillips,21.0,True,0.1002395129725098,0.0006738373958848986,0.09920543489201016,0.10172786315230324,0.993277726757614,13,4
David Arquette,23.0,False,0.10929048334214973,0.0005797644304013961,0.10802309213788877,0.11034114704307198,0.994695197489553,13,4
Hope Solo,24.0,False,0.1139655544735668,0.0006418437795719141,0.11276537530171506,0.11512862833242281,0.9943680897045012,13,4
J.R. Martinez,26.0,False,0.12435403891980672,0.0006008752440637173,0.1231292937906396,0.12562749909041215,0.9951680279202575,13,4
Nancy Grace,21.0,False,0.10032340536882295,0.0005784862134852587,0.09924874524541838,0.10126280710502485,0.9942337861104441,13,4
Ricki Lake,29.0,False,0.14134913198739976,0.000746307954351376,0.14000840979531262,0.14288969388463005,0.9947201093925507,13,4
Rob Kardashian,24.0,False,0.114052062960823,0.0006154984454947932,0.1128133425696954,0.11528766430086884,0.9946033554368392,13,4
Carson Kressley,19.0,True,0.10253220562541589,0.0004944576520607614,0.10158005047963625,0.1034191708042672,0.9951775381301444,13,5
Chaz Bono,21.0,False,0.11175186923687846,0.0005538111394473884,0.11064407724344041,0.1128330861929022,0.9950442785142727,13,5
David Arquette,25.0,False,0.13244388824446143,0.0007193708086044553,0.13124379450094875,0.13400288154417134,0.9945684861858128,13,5
Hope Solo,24.0,False,0.12689774071437265,0.0006752639860247207,0.1256268625567283,0.12827177945098367,0.9946786760566161,13,5
J.R. Martinez,28.0,False,0.15053049324915146,0.0007475705785563723,0.14882205907525833,0.15186453330161676,0.9950337598554266,13,5
Nancy Grace,22.0,False,0.1165710880616691,0.0006044694536295092,0.11541886663126785,0.11769995692534206,0.9948145851284349,13,5
Ricki Lake,24.0,False,0.12691724854115594,0.0005844101973897607,0.12584364492999453,0.12798770464660383,0.9953953445720953,13,5
Rob Kardashian,25.0,False,0.132355466326895,0.0006681150872486061,0.13103208545734168,0.13361934250311003,0.9949521156489414,13,5
Chaz Bono,19.0,True,0.11573705069194253,0.0008508426333750201,0.11403124362639827,0.11748207972026796,0.9926484852664882,13,6
David Arquette,23.0,False,0.1370478844273435,0.0010248610361957575,0.1350829673663418,0.13892393161001984,0.992521876273551,13,6
Hope Solo,20.0,False,0.12076212219795883,0.0009526181405544848,0.11904321448945875,0.12281931994311125,0.9921116147744331,13,6
J.R. Martinez,29.0,False,0.1763743617661894,0.0011656944544756228,0.17378924862693748,0.17846554727271827,0.9933907942015919,13,6
Nancy Grace,24.0,False,0.1428935079089503,0.0009638909098492589,0.1408840743948524,0.14497440667419753,0.9932544807391569,13,6
Ricki Lake,29.0,False,0.17608407267939316,0.0011855634462199617,0.17374347703318216,0.17844711306111105,0.9932670602844439,13,6
Rob Kardashian,22.0,False,0.13110100032822217,0.0009481961769886808,0.12923069441469132,0.13282036756438395,0.9927674375129496,13,6
David Arquette,23.5,True,0.16026294735988653,0.00043554511804325347,0.1594150590590302,0.16103394534050622,0.9972823093221592,13,7
Hope Solo,25.0,False,0.1704065957155571,0.00041737161324735203,0.169563623478222,0.17110112916542947,0.9975507308769666,13,7
J.R. Martinez,24.0,False,0.16362477953154703,0.0004768226769906231,0.16274344434442314,0.16431575614071278,0.9970858773447655,13,7
Nancy Grace,22.0,False,0.15070032225898441,0.0004292614948472128,0.14988147323362389,0.15161257221028304,0.9971515555613112,13,7
Ricki Lake,26.5,False,0.18115822318918742,0.0004390316996001553,0.18026884410863314,0.18201588324517487,0.9975765290039212,13,7
Rob Kardashian,25.5,False,0.17384713194483756,0.00047056250170256485,0.17297674594756782,0.1747882975362113,0.9972932397765879,13,7
Hope Solo,26.0,False,0.19976994217718175,0.0008555405787474461,0.19812149827730854,0.20145175764659196,0.9957173708445656,13,8
J.R. Martinez,30.0,False,0.23325950655545327,0.0010120936779988343,0.23147930577255021,0.2354010119190225,0.9956610828302587,13,8
Nancy Grace,22.0,True,0.1714037881877188,0.0008701566299960311,0.16938522352833482,0.17281581762298204,0.9949233523996386,13,8
Ricki Lake,26.0,False,0.19957423914737263,0.0008633327252193436,0.19777724396286617,0.20126055714492896,0.9956741274379514,13,8
Rob Kardashian,25.5,False,0.19599252393227357,0.0009009666343087205,0.1943060569000976,0.19764226529150047,0.9954030561154462,13,8
Hope Solo,24.4998,True,0.20862614208148542,0.0012209081433017116,0.20645346223383162,0.2107930150683966,0.994147865981125,13,9
J.R. Martinez,28.0,False,0.23481684115723336,0.001320083936307537,0.23223528192001894,0.23714444610533272,0.9943782399516072,13,9
Ricki Lake,33.4999,False,0.28305527884872,0.0013663613788852604,0.2801620285028737,0.2860522740958352,0.99517281082182,13,9
Rob Kardashian,32.4998,False,0.2735017379125612,0.001389094588146286,0.2710663715058887,0.2760898927803916,0.9949210758266173,13,9
J.R. Martinez,28.1665,False,0.3333270940201761,6.253417841662901e-05,0.3332074611416151,0.3334325900638404,0.9998123939531515,13,10
Ricki Lake,27.9999,False,0.3313628896440576,6.969899189587767e-05,0.33123870046782894,0.3314841539186287,0.9997896596327647,13,10
Rob Kardashian,28.3332,False,0.33531001633576674,6.528639408282381e-05,0.335187893760807,0.3354456166437711,0.9998052954254207,13,10
Donald Driver,21.0,False,0.07766710921479827,0.00037148111741829536,0.07702552413294704,0.07837249610839227,0.995217008574493,14,1
Gavin DeGraw,20.0,False,0.0742737223080319,0.000342417234199494,0.07363706037463846,0.07478384417804669,0.9953897930040533,14,1
Gladys Knight,23.0,False,0.08485664871330709,0.0003879376339605993,0.08415117038640249,0.08567603676249058,0.9954283177589152,14,1
Jack Wagner,23.0,False,0.0848541874860051,0.0003308443104960253,0.08420492013520368,0.08542692712899527,0.9961010255321744,14,1
Jaleel White,26.0,False,0.09700377160177479,0.00045997572562112894,0.09618502446944842,0.09782032555702644,0.9952581665843938,14,1
Katherine Jenkins,26.0,False,0.09691425128251209,0.00035705010160719556,0.09619594419867354,0.09756429331816711,0.9963158142700151,14,1
